guid,orig_answer,perturbed_answer,gpt_answer,perturbed_answer_3,gpt_answer_3
d5cd67120dba11ecb1e81171463288e9,pink,purple,purple,pur,pur
d5cd67120dba11ecb1e81171463288e9,pink,purple,purple,pur,pur
d5cd67120dba11ecb1e81171463288e9,pink,yellow,yellow,yel,yel
d5cd673a0dba11ecb1e81171463288e9,dot,hexagon,hexagon,hex,hex
d5cd68b60dba11ecb1e81171463288e9,green,red,red,red,red
d5cd6ca80dba11ecb1e81171463288e9,round,circle,circular,cir,cir
d5cd6ca80dba11ecb1e81171463288e9,round,cone,cone,con,con
d5cd6d200dba11ecb1e81171463288e9,circle,hexagon,hexagonal,hex,hex
d5cd6dac0dba11ecb1e81171463288e9,sphere,cone,cone,con,con
d5cd6dac0dba11ecb1e81171463288e9,sphere,cone,cone,con,con
d5cd739c0dba11ecb1e81171463288e9,round,circle,circle,cir,cir
d5cd739c0dba11ecb1e81171463288e9,round,circle,circle,cir,cir
d5cd7f0e0dba11ecb1e81171463288e9,octagon,cross,crossoss,cro,cro
d5cd7fa40dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5cd82100dba11ecb1e81171463288e9,red,blue,blue white yellow red,blu,blu
d5cd82100dba11ecb1e81171463288e9,red,blue,blue yellow,blu,blu
d5cd8bca0dba11ecb1e81171463288e9,yellow,pink,pink,pin,pin
d5cd8bca0dba11ecb1e81171463288e9,yellow,purple,purple,pur,pur
d5cd8bca0dba11ecb1e81171463288e9,yellow,purple,purple,pur,pur
d5cd91240dba11ecb1e81171463288e9,red,golden,golden,gol,gol
d5cd98d60dba11ecb1e81171463288e9,gray,purple,purple,pur,pur
d5cd99bc0dba11ecb1e81171463288e9,green,gold,gold,gol,gol
d5cda5ce0dba11ecb1e81171463288e9,gray,blue,blue,blu,blu
d5cda5ce0dba11ecb1e81171463288e9,gray,purple,purple,pur,pur
d5cda5ce0dba11ecb1e81171463288e9,gray,purple,purple,pur,pur
d5cdae020dba11ecb1e81171463288e9,tan,yellow,yellow,yel,yel
d5cdb5aa0dba11ecb1e81171463288e9,green,red,red green white,red,red
d5cdc4280dba11ecb1e81171463288e9,cylinder,cone,cone,con,con
d5cdc84c0dba11ecb1e81171463288e9,red,purple,purple,pur,pur
d5cdd1de0dba11ecb1e81171463288e9,green,yellow,yellow,yel,yel
d5cdd1de0dba11ecb1e81171463288e9,green,red,red,red,red
d5cdd2060dba11ecb1e81171463288e9,black,red,red,red,red
d5cdd8780dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5cde11a0dba11ecb1e81171463288e9,green,pink,pink,pin,pin
d5cde11a0dba11ecb1e81171463288e9,green,black,black,bla,bla
d5cdec8c0dba11ecb1e81171463288e9,pink,red,red,red,red
d5cdeeee0dba11ecb1e81171463288e9,oval,triangle,triangular,tri,tri
d5cdf0e20dba11ecb1e81171463288e9,round,circle,circular,cir,cir
d5cdf0e20dba11ecb1e81171463288e9,round,square,square,squ,squ
d5cdf1780dba11ecb1e81171463288e9,cylindrical,star,star,sta,sta
d5cdf2cc0dba11ecb1e81171463288e9,white,red,red,red,red
d5cdf38a0dba11ecb1e81171463288e9,yellow,golden,gold,gol,gol
d5cdf90c0dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5cdf90c0dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5cdf9a20dba11ecb1e81171463288e9,red,white,white,whi,whi
d5cdf9a20dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5cdf9a20dba11ecb1e81171463288e9,red,gold,gold,gol,gol
d5cdfb1e0dba11ecb1e81171463288e9,yellow,pink,pink,pin,pin
d5ce20080dba11ecb1e81171463288e9,round,square,square,squ,squ
d5ce204e0dba11ecb1e81171463288e9,green,violet,violate,vio,vio
d5ce23b40dba11ecb1e81171463288e9,white,blue,blue,blu,blu
d5ce2f300dba11ecb1e81171463288e9,round,triangle,triangular,tri,tri
d5ce36b00dba11ecb1e81171463288e9,yellow,blue,blue,blu,blu
d5ce3b100dba11ecb1e81171463288e9,round,circle,circle,cir,cir
d5ce3b100dba11ecb1e81171463288e9,round,triangle,triangle,tri,tri
d5ce3c8c0dba11ecb1e81171463288e9,black,red,red,red,red
d5ce40740dba11ecb1e81171463288e9,circle,triangle,triangle,tri,tri
d5ce42a40dba11ecb1e81171463288e9,gold,orange,orange,ora,ora
d5ce42a40dba11ecb1e81171463288e9,gold,purple,purple,pur,pur
d5ce42a40dba11ecb1e81171463288e9,gold,red,red,red,red
d5ce58520dba11ecb1e81171463288e9,gold,pink,pink and blue,pin,pin
d5ce5cf80dba11ecb1e81171463288e9,white,orange,orange,ora,ora
d5ce5cf80dba11ecb1e81171463288e9,white,gray,gray,gra,gra
d5ce5e740dba11ecb1e81171463288e9,gold,pink,pink,pin,pin
d5ce5f320dba11ecb1e81171463288e9,green,white,white,whi,whi
d5ce60720dba11ecb1e81171463288e9,red,gray,gray,gra,gra
d5ce60720dba11ecb1e81171463288e9,red,brown,brown,bro,bro
d5ce63560dba11ecb1e81171463288e9,arch,hexagon,hexagonal,hex,hex
d5ce63560dba11ecb1e81171463288e9,arch,wavy,wavy,wav,wav
d5ce67840dba11ecb1e81171463288e9,yellow,purple,purple,pur,pur
d5ce67840dba11ecb1e81171463288e9,yellow,purple,purple,pur,pur
d5ce68ba0dba11ecb1e81171463288e9,white,pink,pink,pin,pin
d5ce6c160dba11ecb1e81171463288e9,green,blue,blue,blu,blu
d5ce6c160dba11ecb1e81171463288e9,green,yellow,yellow,yel,yel
d5ce6c160dba11ecb1e81171463288e9,green,pink,pink,pin,pin
d5ce6f9a0dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5ce73e60dba11ecb1e81171463288e9,gold,orange,orange,ora,ora
d5ce80ca0dba11ecb1e81171463288e9,round,circle,circle,cir,cir
d5ce83860dba11ecb1e81171463288e9,dome,star,star,sta,sta
d5ce85340dba11ecb1e81171463288e9,green,black,black,bla,bla
d5ce85340dba11ecb1e81171463288e9,green,blue,blue,blu,blu
d5ce8e800dba11ecb1e81171463288e9,yellow,brown,brown,bro,bro
d5ce95560dba11ecb1e81171463288e9,orange,golden,golden,gol,gol
d5ce9bdc0dba11ecb1e81171463288e9,black,golden,gold,gol,gol
d5ce9bdc0dba11ecb1e81171463288e9,black,white,white,whi,whi
d5ce9bdc0dba11ecb1e81171463288e9,black,brown,brown,bro,bro
d5cea5960dba11ecb1e81171463288e9,red,blue,blue,blu,blu
d5cea5960dba11ecb1e81171463288e9,red,white,white,whi,whi
d5cea6180dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5cea6180dba11ecb1e81171463288e9,red,white,white,whi,whi
d5ceb2160dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5ceb2d40dba11ecb1e81171463288e9,orange,blue,blue,blu,blu
d5ceb5180dba11ecb1e81171463288e9,red,golden,gold blue,gol,gol
d5ceb5180dba11ecb1e81171463288e9,red,purple,purple yellow red,pur,pur
d5ceb5180dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5ceb93c0dba11ecb1e81171463288e9,dome,cone,cone,con,con
d5ceb93c0dba11ecb1e81171463288e9,dome,sphere,spherical,sph,sph
d5cec65c0dba11ecb1e81171463288e9,rectangle,cone,cone,con,con
d5cec65c0dba11ecb1e81171463288e9,rectangle,hexagon,hexagonal,hex,hex
d5ced9f80dba11ecb1e81171463288e9,brown,purple,purple,pur,pur
d5ced9f80dba11ecb1e81171463288e9,brown,teal,teal,tea,tea
d5cedc780dba11ecb1e81171463288e9,green,pink,pink,pin,pin
d5cedfac0dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5cee4f20dba11ecb1e81171463288e9,flower,circle,circular,cir,cir
d5cee56a0dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5ceeca40dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5ceeca40dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5ceef600dba11ecb1e81171463288e9,yellow,blue,blue,blu,blu
d5ceef600dba11ecb1e81171463288e9,yellow,teal,teal,tea,tea
d5ceef600dba11ecb1e81171463288e9,yellow,orange,orange,ora,ora
d5cef35c0dba11ecb1e81171463288e9,white,gold,golden,gol,gol
d5cef35c0dba11ecb1e81171463288e9,white,pink,pink,pin,pin
d5cf02ca0dba11ecb1e81171463288e9,green,gold,golden,gol,gol
d5cf04aa0dba11ecb1e81171463288e9,white,teal,teal,tea,tea
d5cf04aa0dba11ecb1e81171463288e9,white,purple,purple,pur,pur
d5cf04aa0dba11ecb1e81171463288e9,white,gold,gold,gol,gol
d5cf0b620dba11ecb1e81171463288e9,brown,yellow,yellow,yel,yel
d5cf10d00dba11ecb1e81171463288e9,white,gray,gray,gra,gra
d5cf10d00dba11ecb1e81171463288e9,white,yellow,yellow,yel,yel
d5cf1d1e0dba11ecb1e81171463288e9,yellow,pink,pink,pin,pin
d5cf2cc80dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5cf2e260dba11ecb1e81171463288e9,green,orange,orange,ora,ora
d5cf2e260dba11ecb1e81171463288e9,green,blue,blue,blu,blu
d5cf3e520dba11ecb1e81171463288e9,white,purple,purple,pur,pur
